Concurso,Data do Sorteio,Coluna1,Coluna2,Coluna3,Coluna4,Coluna5,Coluna6,Ganhadores Faixa 1,Ganhadores Faixa 2,Ganhadores Faixa 3,Acumulado,Sorteio Especial
2119,2019-01-26,19,21,26,31,42,49,0,46,2569,true,false
2120,2019-01-30,13,20,24,25,38,41,0,61,3897,true,false
2121,2019-02-02,8,10,17,29,37,40,1,82,5493,false,false
2122,2019-02-06,3,11,15,21,27,49,0,92,4938,true,false
2123,2019-02-09,14,15,47,50,56,59,0,28,2301,true,false
2124,2019-02-13,2,11,20,31,43,47,0,41,3660,true,false
2125,2019-02-16,1,31,44,46,53,58,0,55,4090,true,false
2126,2019-02-20,7,12,24,27,39,58,0,130,8139,true,false
2127,2019-02-23,1,7,28,30,44,46,0,76,6182,true,false
2128,2019-02-26,11,16,24,46,54,55,0,47,4353,true,false
2129,2019-02-28,6,12,31,32,46,60,0,50,5113,true,false
2130,2019-03-02,13,16,36,53,54,55,0,101,7900,true,false
2131,2019-03-06,2,3,6,18,20,28,1,414,16733,false,false
2132,2019-03-09,5,18,30,35,39,60,0,41,2912,true,false
2133,2019-03-13,19,20,26,51,52,57,0,32,2790,true,false
2134,2019-03-16,6,21,34,46,54,59,0,60,4157,true,false
2135,2019-03-20,9,23,28,40,48,59,1,50,4546,false,false
2136,2019-03-23,1,8,11,22,30,35,0,63,4209,true,false
2137,2019-03-27,1,2,11,12,34,49,0,45,4488,true,false
2138,2019-03-30,4,13,14,21,30,34,0,59,4532,true,false
2139,2019-04-03,14,23,29,41,57,58,0,65,3441,true,false
2140,2019-04-06,17,20,26,36,42,54,0,66,5044,true,false
2141,2019-04-10,10,11,17,19,37,41,0,117,8868,true,false
2142,2019-04-13,7,40,44,50,52,57,0,65,5028,true,false
2143,2019-04-17,2,12,35,51,57,58,0,81,6545,true,false
2144,2019-04-20,7,16,21,33,55,60,0,188,10251,true,false
2145,2019-04-24,6,8,28,51,53,59,0,115,10504,true,false
2146,2019-04-27,16,18,31,39,42,44,0,283,15338,true,false
2147,2019-05-02,17,19,37,41,42,49,0,366,28045,true,false
2148,2019-05-04,8,15,32,33,58,59,0,296,21684,true,false
2149,2019-05-08,21,23,37,44,46,48,0,496,32880,true,false
2150,2019-05-11,23,24,26,38,42,49,1,838,56994,false,false
2151,2019-05-15,2,14,18,29,36,38,0,80,5236,true,false
2152,2019-05-18,26,29,36,49,50,59,0,28,2420,true,false
2153,2019-05-22,8,13,28,31,32,33,1,127,6356,false,false
2154,2019-05-25,7,25,41,47,50,53,0,36,2951,true,false
2155,2019-05-29,2,6,27,37,44,47,0,91,6630,true,false
2156,2019-06-01,1,6,23,26,39,49,0,91,7556,true,false
2157,2019-06-05,31,33,34,35,39,48,0,188,8779,true,false
2158,2019-06-08,9,27,35,45,46,59,0,109,8855,true,false
2159,2019-06-12,14,26,35,38,45,53,0,170,9781,true,false
2160,2019-06-15,1,19,46,47,49,53,0,116,9486,true,false
2161,2019-06-19,8,9,10,24,42,44,1,255,15769,false,false
2162,2019-06-22,11,16,22,30,34,42,0,35,2763,true,false
2163,2019-06-26,8,18,20,24,36,45,0,75,4758,true,false
2164,2019-06-29,16,17,25,47,48,58,0,51,3431,true,false
2165,2019-07-03,5,37,43,49,54,56,1,113,8189,false,false
2166,2019-07-06,3,19,34,44,56,58,0,44,3749,true,false
2167,2019-07-09,27,37,38,43,45,54,0,37,1971,true,false
2168,2019-07-11,1,4,25,27,29,37,1,66,4054,false,false
2169,2019-07-13,7,34,45,51,54,59,0,18,2145,true,false
2170,2019-07-17,10,21,24,36,38,51,0,79,4697,true,false
2171,2019-07-20,12,13,19,36,44,55,1,118,7127,false,false
2172,2019-07-24,9,24,28,37,43,57,0,73,3356,true,false
2173,2019-07-27,2,9,42,44,48,50,0,51,3884,true,false
2174,2019-07-31,10,15,34,36,56,60,0,52,3892,true,false
2175,2019-08-03,7,25,32,43,53,55,0,73,5485,true,false
2176,2019-08-06,8,23,25,39,43,44,1,61,4688,false,false
2177,2019-08-08,9,11,14,31,48,51,0,49,2338,true,false
2178,2019-08-10,2,16,21,42,50,56,0,25,2304,true,false
2179,2019-08-14,2,13,24,35,50,54,0,55,4563,true,false
2180,2019-08-17,10,12,16,21,28,38,0,95,6869,true,false
2181,2019-08-21,1,8,19,33,36,48,0,138,8329,true,false
2182,2019-08-24,19,22,39,46,47,59,0,66,5179,true,false
2183,2019-08-28,13,26,30,34,43,51,0,74,6087,true,false
2184,2019-08-31,15,36,45,51,52,59,0,64,5158,true,false
2185,2019-09-04,9,18,19,22,42,47,0,115,9835,true,false
2186,2019-09-09,12,18,19,27,41,46,0,131,11409,true,false
2187,2019-09-11,10,11,16,21,46,50,0,124,10072,true,false
2188,2019-09-14,2,17,21,28,51,60,0,154,13387,true,false
2189,2019-09-18,4,11,16,22,29,33,1,406,24366,false,false
2190,2019-09-21,5,9,20,25,35,53,0,94,6835,true,false
2191,2019-09-24,4,8,26,33,46,53,1,104,5272,false,false
2192,2019-09-26,7,16,37,53,57,59,0,38,2635,true,false
2193,2019-09-28,7,8,22,27,29,42,1,55,4664,false,false
2194,2019-10-02,8,16,20,21,31,34,0,38,2925,true,false
2195,2019-10-05,14,24,32,38,46,53,0,107,6144,true,false
2196,2019-10-09,1,25,27,28,41,56,0,58,4166,true,false
2197,2019-10-14,3,11,29,35,44,57,0,150,7727,true,false
2198,2019-10-16,1,11,34,36,44,56,1,47,4402,false,false
2199,2019-10-19,15,23,30,35,38,44,0,29,3056,true,false
2200,2019-10-22,11,15,28,36,43,55,0,52,3371,true,false
2201,2019-10-24,3,13,23,41,49,53,0,60,5425,true,false
2202,2019-10-26,11,29,37,38,43,60,0,48,3717,true,false
2203,2019-10-30,17,34,46,49,50,57,0,57,4811,true,false
2204,2019-11-04,1,28,29,32,35,56,0,76,5847,true,false
2205,2019-11-06,12,21,28,37,42,57,1,112,6318,false,false
2206,2019-11-09,6,27,38,42,45,57,0,51,3495,true,false
2207,2019-11-13,6,10,11,43,53,55,0,39,2736,true,false
2208,2019-11-16,16,25,30,40,45,49,0,17,1708,true,false
2209,2019-11-20,22,25,28,32,33,47,0,49,3746,true,false
2210,2019-11-23,11,17,24,25,33,34,0,81,5910,true,false
2211,2019-11-27,27,36,40,41,44,54,0,52,3681,true,false
2212,2019-11-30,23,26,51,52,53,58,0,61,5215,true,false
2213,2019-12-04,5,7,10,32,46,60,1,96,7360,false,false
2214,2019-12-07,4,10,18,30,34,47,0,44,3223,true,false
2215,2019-12-11,1,19,21,23,33,43,0,48,4092,true,false
2216,2019-12-14,10,24,42,43,48,49,0,49,4361,true,false
2217,2019-12-17,10,14,16,30,32,36,0,51,3258,true,false
2218,2019-12-19,6,16,22,38,48,52,1,42,3345,false,false
2219,2019-12-21,8,28,36,45,57,59,0,26,2235,true,false
2220,2019-12-31,3,35,38,40,57,58,4,1031,77055,false,true
2221,2020-01-04,5,23,34,45,56,57,0,101,3669,true,false
2222,2020-01-08,13,14,29,30,48,59,0,29,1969,true,false
2223,2020-01-11,2,26,40,42,49,56,0,45,2702,true,false
2224,2020-01-15,16,23,32,50,52,58,0,28,2283,true,false
2225,2020-01-18,1,32,37,44,46,47,0,34,3100,true,false
2226,2020-01-21,2,4,7,16,30,38,0,43,3798,true,false
2227,2020-01-23,6,9,12,27,32,57,0,92,5732,true,false
2228,2020-01-25,9,19,23,32,39,45,0,85,5562,true,false
2229,2020-01-29,6,11,29,40,41,58,0,64,4315,true,false
2230,2020-02-01,7,17,26,39,56,60,0,75,6440,true,false
2231,2020-02-05,4,13,25,40,53,57,0,127,8326,true,false
2232,2020-02-08,7,8,31,34,38,47,0,111,8685,true,false
2233,2020-02-12,4,6,32,35,41,45,0,89,8107,true,false
2234,2020-02-15,4,21,27,29,42,47,0,216,13800,true,false
2235,2020-02-19,14,18,30,35,55,57,0,133,11895,true,false
2236,2020-02-22,7,20,38,43,45,53,0,190,14982,true,false
2237,2020-02-27,11,20,27,28,53,60,2,263,15054,false,false
2238,2020-02-29,11,36,45,55,57,58,0,14,1679,true,false
2239,2020-03-04,7,27,31,39,45,46,0,29,3057,true,false
2240,2020-03-07,7,9,10,19,25,58,2,143,10345,false,false
2241,2020-03-10,1,13,18,26,40,56,0,33,1575,true,false
2242,2020-03-12,5,9,18,24,25,42,0,89,4514,true,false
2243,2020-03-14,14,18,28,35,38,54,0,45,3079,true,false
2244,2020-03-18,3,5,11,34,37,42,1,77,4706,false,false
2245,2020-03-21,11,14,15,18,33,34,1,51,3048,false,false
2246,2020-03-25,5,9,24,27,33,46,0,51,2227,true,false
2247,2020-03-28,1,42,44,47,48,53,0,10,908,true,false
2248,2020-04-01,9,15,20,29,30,42,1,29,1618,false,false
2249,2020-04-04,4,9,31,47,49,53,0,27,1782,true,false
2250,2020-04-08,27,33,39,52,57,58,0,27,2385,true,false
2251,2020-04-11,5,15,22,26,54,58,0,29,2222,true,false
2252,2020-04-15,1,17,30,37,46,50,0,20,1723,true,false
2253,2020-04-18,31,32,33,39,52,55,0,26,2224,true,false
2254,2020-04-22,4,9,24,44,47,56,0,55,3561,true,false
2255,2020-04-25,15,20,39,41,49,57,0,25,2144,true,false
2256,2020-04-29,9,10,30,37,47,54,0,45,3334,true,false
2257,2020-05-02,18,21,30,31,34,51,0,32,2791,true,false
2258,2020-05-05,1,5,7,14,23,26,0,113,6772,true,false
2259,2020-05-07,20,27,41,54,56,58,0,31,3356,true,false
2260,2020-05-09,12,14,34,35,37,47,0,91,6688,true,false
2261,2020-05-13,7,23,26,27,29,51,0,141,10502,true,false
2262,2020-05-16,7,8,14,23,30,46,1,198,12850,false,false
2263,2020-05-20,9,24,33,43,49,57,0,36,2492,true,false
2264,2020-05-23,2,3,8,19,29,37,0,73,4354,true,false
2265,2020-05-27,14,20,23,39,46,50,0,50,2926,true,false
2266,2020-05-30,10,23,31,37,58,59,0,50,4167,true,false
2267,2020-06-03,20,32,33,48,49,53,1,33,4064,false,false
2268,2020-06-06,4,13,23,28,30,52,0,48,2953,true,false
2269,2020-06-10,1,11,14,23,29,55,0,47,3225,true,false
2270,2020-06-13,14,16,38,39,41,48,0,53,2707,true,false
2271,2020-06-17,6,10,27,28,41,52,0,50,4150,true,false
2272,2020-06-20,2,5,11,24,41,49,0,71,5667,true,false
2273,2020-06-24,15,16,20,38,40,58,1,48,3830,false,false
2274,2020-06-27,8,11,17,33,40,55,0,62,2996,true,false
2275,2020-07-01,2,4,25,36,50,53,0,51,3212,true,false
2276,2020-07-04,5,15,18,27,49,57,0,75,5403,true,false
2277,2020-07-08,10,22,23,37,53,60,0,89,5597,true,false
2278,2020-07-11,8,17,34,37,43,45,0,98,6533,true,false
2279,2020-07-14,5,12,14,20,27,28,1,120,6212,false,false
2280,2020-07-16,28,29,31,50,58,59,0,20,1639,true,false
2281,2020-07-18,14,27,35,40,50,55,0,43,2462,true,false
2282,2020-07-22,12,27,30,36,45,52,1,44,3467,false,false
2283,2020-07-25,4,24,37,43,59,60,0,41,2615,true,false
2284,2020-07-29,4,10,12,14,36,46,0,43,3278,true,false
2285,2020-08-01,1,7,10,12,33,42,2,160,7967,false,false
2286,2020-08-05,9,21,30,41,42,43,0,28,1649,true,false
2287,2020-08-08,2,4,6,29,41,56,0,45,3261,true,false
2288,2020-08-11,2,26,35,39,40,56,0,16,1545,true,false
2289,2020-08-13,6,9,34,37,38,45,0,33,2808,true,false
2290,2020-08-15,5,18,36,44,57,60,0,96,4532,true,false
2291,2020-08-19,12,26,31,36,37,49,0,37,3269,true,false
2292,2020-08-22,6,16,18,33,42,57,0,94,5865,true,false
2293,2020-08-26,1,2,10,37,42,48,0,69,5498,true,false
2294,2020-08-29,9,15,20,33,41,43,0,49,5779,true,false
2295,2020-09-02,6,13,26,28,35,41,0,162,9693,true,false
2296,2020-09-05,1,6,21,29,36,59,2,166,8642,false,false
2297,2020-09-09,20,22,35,40,41,59,0,14,1200,true,false
2298,2020-09-12,13,17,21,31,41,49,0,46,3133,true,false
2299,2020-09-15,2,3,19,40,44,60,0,22,1903,true,false
2300,2020-09-17,9,21,37,39,43,54,0,76,3877,true,false
2301,2020-09-19,17,18,35,36,47,52,0,66,4333,true,false
2302,2020-09-23,18,22,25,27,43,44,0,126,6684,true,false
2303,2020-09-26,3,7,17,20,48,50,0,145,8431,true,false
2304,2020-09-30,12,21,29,54,56,57,0,90,5934,true,false
2305,2020-10-03,7,16,22,38,55,57,0,124,9225,true,false
2306,2020-10-07,3,19,28,33,57,58,1,258,15713,false,false
2307,2020-10-10,16,33,38,46,53,55,0,45,2828,true,false
2308,2020-10-14,9,13,26,38,58,60,1,57,3408,false,false
2309,2020-10-17,9,11,29,30,33,60,0,38,3092,true,false
2310,2020-10-20,13,17,28,29,42,53,0,52,3573,true,false
2311,2020-10-22,3,5,9,35,43,60,0,58,5162,true,false
2312,2020-10-24,3,27,39,46,47,60,0,43,3773,true,false
2313,2020-10-28,3,20,26,45,49,58,0,66,5055,true,false
2314,2020-10-31,6,7,28,42,45,49,1,105,7551,false,false
2315,2020-11-04,1,10,17,26,30,53,0,55,3898,true,false
2316,2020-11-07,2,11,43,49,52,56,0,56,3984,true,false
2317,2020-11-11,3,8,30,33,35,48,0,132,7472,true,false
2318,2020-11-14,28,44,52,54,58,60,0,59,5014,true,false
2319,2020-11-18,6,17,25,35,40,49,0,51,5009,true,false
2320,2020-11-21,6,30,35,39,42,48,1,92,6334,false,false
2321,2020-11-25,14,25,28,41,43,46,1,40,2494,false,false
2322,2020-11-28,2,5,10,29,34,41,0,65,3753,true,false
2323,2020-12-02,20,27,35,39,50,59,0,29,1825,true,false
2324,2020-12-05,2,16,19,31,43,60,0,43,3451,true,false
2325,2020-12-08,33,34,37,46,52,60,0,27,2233,true,false
2326,2020-12-10,10,16,27,34,36,57,0,55,3883,true,false
2327,2020-12-12,30,37,45,54,57,58,0,47,3521,true,false
2328,2020-12-16,8,11,14,39,48,53,0,67,5059,true,false
2329,2020-12-19,12,14,28,42,45,55,2,93,6837,false,false
2330,2020-12-31,17,20,22,35,41,42,2,1384,105342,false,true
2331,2021-01-02,11,13,16,36,53,57,0,10,808,true,false
2332,2021-01-06,12,33,35,36,44,52,0,32,2688,true,false
2333,2021-01-09,9,16,31,41,53,55,0,16,1994,true,false
2334,2021-01-13,4,13,20,22,25,60,1,66,4609,false,false
2335,2021-01-16,9,18,23,42,47,49,0,91,5286,true,false
2336,2021-01-20,8,10,20,27,28,50,0,75,4701,true,false
2337,2021-01-23,2,9,34,49,51,55,1,84,4321,false,false
2338,2021-01-26,8,21,23,34,42,47,0,22,1692,true,false
2339,2021-01-28,4,18,29,47,48,59,0,19,1746,true,false
2340,2021-01-30,16,21,28,41,49,51,0,24,2408,true,false
2341,2021-02-03,4,9,31,32,42,46,1,59,3548,false,false
2342,2021-02-06,17,20,24,27,40,60,0,35,2233,true,false
2343,2021-02-10,4,31,42,45,49,56,0,24,2507,true,false
2344,2021-02-13,11,17,25,38,52,57,0,59,4548,true,false
2345,2021-02-17,7,16,19,22,28,55,0,75,4970,true,false
2346,2021-02-20,3,4,11,40,42,58,0,53,4812,true,false
2347,2021-02-24,8,9,17,30,58,60,0,74,5504,true,false
2348,2021-02-27,2,3,7,48,51,54,1,107,6601,false,false
2349,2021-03-03,5,10,25,32,49,54,1,59,3150,false,false
2350,2021-03-06,25,28,29,34,41,45,0,40,2828,true,false
2351,2021-03-10,19,22,35,41,47,49,0,72,4604,true,false
2352,2021-03-13,9,17,38,41,49,55,0,102,5124,true,false
2353,2021-03-17,3,19,34,41,48,53,0,71,5457,true,false
2354,2021-03-20,6,18,25,30,42,54,2,169,6593,false,false
2355,2021-03-24,7,30,31,41,50,56,0,29,2014,true,false
2356,2021-03-27,3,10,25,36,51,58,1,100,5821,false,false
2357,2021-03-31,19,28,30,34,40,51,0,18,1287,true,false
2358,2021-04-03,5,9,11,16,43,57,0,66,3627,true,false
2359,2021-04-06,31,32,39,42,43,51,0,17,1053,true,false
2360,2021-04-08,10,15,21,24,29,45,0,36,3646,true,false
2361,2021-04-10,14,21,22,29,35,46,0,61,3782,true,false
2362,2021-04-14,3,20,22,32,35,50,0,41,3883,true,false
2363,2021-04-17,6,14,24,34,39,58,1,77,5169,false,false
2364,2021-04-22,20,33,42,44,51,56,0,180,1719,true,false
2365,2021-04-24,1,17,28,37,44,50,0,40,2940,true,false
2366,2021-04-28,4,27,33,35,38,41,0,76,4869,true,false
2367,2021-04-30,5,23,29,34,53,60,0,63,4551,true,false
2368,2021-05-04,4,7,13,25,36,58,1,152,7476,false,false
2369,2021-05-06,4,9,17,19,37,60,0,47,3447,true,false
2370,2021-05-08,7,31,37,42,44,56,0,29,3835,true,false
2371,2021-05-12,4,15,30,36,39,48,0,53,3480,true,false
2372,2021-05-15,3,19,25,44,46,57,0,128,7636,true,false
2373,2021-05-19,23,24,26,44,49,60,0,72,5432,true,false
2374,2021-05-22,12,13,25,37,39,41,0,125,8177,true,false
2375,2021-05-26,2,6,44,46,53,58,0,144,8909,true,false
2376,2021-05-29,12,14,17,18,19,22,2,433,19908,false,false
2377,2021-06-02,5,18,29,35,43,44,0,35,2890,true,false
2378,2021-06-05,11,37,38,41,49,54,0,33,2518,true,false
2379,2021-06-09,2,8,26,32,46,56,0,72,4222,true,false
2380,2021-06-12,11,16,20,24,39,53,1,59,5566,false,false
2381,2021-06-16,7,23,32,41,42,47,0,37,2458,true,false
2382,2021-06-19,6,9,19,38,53,55,1,52,4044,false,false
2383,2021-06-23,13,15,16,20,40,41,1,47,2151,false,false
2384,2021-06-26,9,13,22,25,26,31,0,57,3781,true,false
2385,2021-06-29,12,24,32,37,43,60,0,32,2340,true,false
2386,2021-07-01,11,13,16,35,49,50,0,44,3087,true,false
2387,2021-07-03,8,26,30,31,38,48,0,30,3038,true,false
2388,2021-07-07,8,30,33,37,45,48,0,83,5329,true,false
2389,2021-07-10,16,30,37,39,40,51,0,57,3887,true,false
2390,2021-07-14,9,13,20,22,32,56,0,102,7787,true,false
2391,2021-07-17,5,8,13,27,36,50,1,192,13379,false,false
2392,2021-07-21,11,15,23,25,34,53,0,31,2525,true,false
2393,2021-07-24,26,27,28,32,38,51,0,28,2368,true,false
2394,2021-07-28,5,16,25,36,42,44,0,48,4144,true,false
2395,2021-07-31,4,11,12,44,45,57,0,72,6026,true,false
2396,2021-08-04,2,3,25,39,42,49,0,49,5934,true,false
2397,2021-08-07,6,14,20,39,46,48,0,79,6058,true,false
2398,2021-08-10,8,17,30,36,54,59,1,78,5421,false,false
2399,2021-08-12,27,35,42,44,51,52,0,34,1706,true,false
2400,2021-08-14,9,21,25,26,36,53,0,52,3623,true,false
2401,2021-08-18,8,11,13,33,38,48,0,128,8020,true,false
2402,2021-08-21,6,22,25,29,30,60,1,128,6285,false,false
2403,2021-08-25,10,12,14,32,33,34,0,65,2793,true,false
2404,2021-08-28,1,19,35,40,47,54,0,43,2492,true,false
2405,2021-09-01,21,38,48,49,53,59,0,18,2630,true,false
2406,2021-09-04,8,12,29,43,54,60,0,64,5120,true,false
2407,2021-09-08,13,17,31,43,54,55,0,45,4411,true,false
2408,2021-09-11,4,29,30,38,43,57,1,65,4828,false,false
2409,2021-09-15,2,29,39,49,52,58,0,23,1364,true,false
2410,2021-09-18,7,10,27,35,43,59,2,93,5939,false,false
2411,2021-09-22,7,26,29,34,43,44,0,35,2517,true,false
2412,2021-09-25,9,16,34,36,49,60,0,37,3285,true,false
2413,2021-09-28,3,22,37,40,41,48,0,12,1759,true,false
2414,2021-09-30,4,5,6,14,29,38,0,39,3415,true,false
2415,2021-10-02,10,12,26,29,35,60,0,61,4773,true,false
2416,2021-10-06,6,7,11,26,37,57,1,86,5658,false,false
2417,2021-10-09,3,7,10,11,27,46,0,131,7708,true,false
2418,2021-10-13,2,11,19,27,57,60,0,80,3919,true,false
2419,2021-10-16,10,35,43,48,50,53,1,31,3078,false,false
2420,2021-10-19,5,8,29,39,44,60,0,18,2198,true,false
2421,2021-10-21,2,3,32,35,48,57,0,49,3678,true,false
2422,2021-10-23,2,7,10,20,30,46,0,110,6942,true,false
2423,2021-10-27,16,18,38,48,51,60,0,40,3295,true,false
2424,2021-10-30,3,16,17,37,38,53,0,101,6968,true,false
2425,2021-11-03,10,31,38,46,49,54,0,75,5048,true,false
2426,2021-11-06,5,11,24,27,32,57,0,249,15271,true,false
2427,2021-11-10,3,19,25,37,44,56,5,680,19557,false,false
2428,2021-11-13,3,9,25,28,29,39,0,50,4168,true,false
2429,2021-11-17,11,37,53,55,56,60,0,31,2462,true,false
2430,2021-11-20,19,26,39,45,46,56,1,37,4109,false,false
2431,2021-11-24,8,11,22,25,26,36,0,46,2988,true,false
2432,2021-11-27,7,29,38,40,44,52,0,21,2572,true,false
2433,2021-12-01,8,9,32,52,53,57,0,31,2625,true,false
2434,2021-12-04,1,2,14,28,40,51,0,37,3663,true,false
2435,2021-12-07,5,22,30,32,33,36,0,46,3051,true,false
2436,2021-12-09,5,15,28,32,38,54,1,65,4285,false,false
2437,2021-12-11,1,19,41,46,48,55,0,16,1416,true,false
2438,2021-12-15,4,11,19,25,37,55,1,99,5073,false,false
2439,2021-12-18,2,8,34,38,47,51,0,46,3008,true,false
2440,2021-12-31,12,15,23,32,33,46,2,1712,143494,false,true
2441,2022-01-05,9,41,42,46,47,54,0,18,1588,true,false
2442,2022-01-08,2,7,9,25,41,49,0,63,4651,true,false
2443,2022-01-12,1,5,12,13,17,31,2,161,8131,false,false
2444,2022-01-15,15,17,20,35,37,43,0,58,3161,true,false
2445,2022-01-19,11,25,32,37,47,56,0,63,3802,true,false
2446,2022-01-22,1,13,27,41,51,58,0,74,4344,true,false
2447,2022-01-25,13,19,29,42,49,52,0,42,3080,true,false
2448,2022-01-27,18,30,32,35,40,48,0,53,3529,true,false
2449,2022-01-29,14,20,21,31,49,52,1,65,3771,false,false
2450,2022-02-02,2,6,11,15,17,39,0,94,5633,true,false
2451,2022-02-05,13,26,31,46,51,60,1,60,4536,false,false
2452,2022-02-09,8,10,51,56,57,58,0,23,2117,true,false
2453,2022-02-12,10,14,15,24,34,44,0,63,3892,true,false
2454,2022-02-16,9,14,22,24,44,47,0,49,4523,true,false
2455,2022-02-19,21,38,50,53,56,59,0,44,3811,true,false
2456,2022-02-22,28,34,40,41,52,55,0,31,2581,true,false
2457,2022-02-24,10,19,46,47,49,50,0,51,4414,true,false
2458,2022-02-26,15,40,44,45,47,51,0,79,5279,true,false
2459,2022-03-03,15,24,33,49,53,59,0,84,6200,true,false
2460,2022-03-05,16,17,18,28,35,47,0,155,11542,true,false
2461,2022-03-09,8,11,16,21,32,37,0,278,17238,true,false
2462,2022-03-12,3,16,23,41,45,57,0,294,19576,true,false
2463,2022-03-16,11,16,31,37,42,51,0,281,20541,true,false
2464,2022-03-19,2,7,24,43,52,56,2,496,31802,false,false
2465,2022-03-23,3,8,23,29,53,54,0,160,11384,true,false
2466,2022-03-26,2,3,13,20,53,54,0,156,10583,true,false
2467,2022-03-30,1,10,19,34,35,45,0,168,11371,true,false
2468,2022-04-02,22,35,41,42,53,57,1,267,20734,false,false
2469,2022-04-06,5,28,30,38,52,55,0,34,2246,true,false
2470,2022-04-09,8,33,40,42,48,51,0,81,6197,true,false
2471,2022-04-13,8,23,29,30,36,55,0,95,7346,true,false
2472,2022-04-16,5,13,18,23,35,36,1,233,14583,false,false
2473,2022-04-20,15,18,28,42,55,60,0,23,2630,true,false
2474,2022-04-23,22,30,38,39,49,56,0,27,2372,true,false
2475,2022-04-26,1,40,44,45,58,60,0,44,3054,true,false
2476,2022-04-28,2,7,32,46,49,55,0,72,4799,true,false
2477,2022-04-30,20,33,37,38,49,50,0,45,4787,true,false
2478,2022-05-04,2,17,23,28,39,46,1,196,10963,false,false
2479,2022-05-07,10,15,17,20,21,35,1,90,5989,false,false
2480,2022-05-11,4,6,9,31,50,56,0,74,4757,true,false
2481,2022-05-14,1,8,21,27,36,37,0,72,5710,true,false
2482,2022-05-18,1,32,35,44,45,57,0,52,5101,true,false
2483,2022-05-21,20,34,38,40,49,54,0,72,5242,true,false
2484,2022-05-25,11,14,36,41,54,59,0,121,7558,true,false
2485,2022-05-28,5,12,32,38,47,60,0,188,13488,true,false
2486,2022-05-31,8,9,17,19,33,56,1,231,15582,false,false
2487,2022-06-02,23,36,42,48,54,58,1,141,4588,false,false
2488,2022-06-04,17,31,34,40,56,57,0,39,2541,true,false
2489,2022-06-08,3,10,13,25,41,42,0,92,6187,true,false
2490,2022-06-11,11,16,17,41,46,59,0,65,5432,true,false
2491,2022-06-15,22,29,38,43,48,53,0,83,6198,true,false
2492,2022-06-18,10,30,31,33,42,52,0,65,6645,true,false
2493,2022-06-22,4,9,37,43,44,56,0,149,9549,true,false
2494,2022-06-25,1,4,10,22,53,54,1,157,11899,false,false
2495,2022-06-28,8,12,14,30,33,41,0,37,3602,true,false
2496,2022-06-30,7,26,31,38,46,58,0,50,3505,true,false
2497,2022-07-02,5,14,23,46,48,52,0,87,6309,true,false
2498,2022-07-06,9,12,26,29,46,47,1,88,7866,false,false
2499,2022-07-09,11,19,38,47,56,59,0,30,3158,true,false
2500,2022-07-13,5,16,25,32,39,55,1,84,4928,false,false
2501,2022-07-16,11,27,32,40,58,59,0,30,2331,true,false
2502,2022-07-20,16,20,21,39,44,55,0,103,2914,true,false
2503,2022-07-23,3,14,16,38,43,45,1,91,5194,false,false
2504,2022-07-27,14,33,41,42,44,55,0,39,2885,true,false
2505,2022-07-30,3,5,19,26,43,51,1,108,6977,false,false
2506,2022-08-02,21,22,29,34,40,44,0,12,1145,true,false
2507,2022-08-04,4,6,12,34,35,53,1,47,3385,false,false
2508,2022-08-06,41,45,48,51,53,58,0,26,1510,true,false
2509,2022-08-10,8,37,39,50,59,60,0,47,2560,true,false
2510,2022-08-13,8,13,25,32,44,57,4,242,10296,false,false
2511,2022-08-17,4,10,15,39,41,49,0,31,2031,true,false
2512,2022-08-20,7,10,34,47,49,52,0,81,4382,true,false
2513,2022-08-24,13,19,21,35,46,50,0,62,3823,true,false
2514,2022-08-27,5,15,24,34,45,52,0,52,4477,true,false
2515,2022-08-31,3,12,19,41,45,54,0,97,6861,true,false
2516,2022-09-03,8,17,49,51,52,53,0,94,6665,true,false
2517,2022-09-08,1,5,6,16,22,39,0,116,8240,true,false
2518,2022-09-10,3,22,23,44,53,60,0,112,7288,true,false
2519,2022-09-13,3,8,20,36,38,57,0,88,6736,true,false
2520,2022-09-15,2,17,22,41,58,60,0,160,10126,true,false
2521,2022-09-17,23,28,33,38,55,59,0,189,12204,true,false
2522,2022-09-21,4,5,25,32,39,40,0,202,17799,true,false
2523,2022-09-24,1,10,27,36,37,45,0,294,20572,true,false
2524,2022-09-28,3,20,22,37,41,43,0,404,30194,true,false
2525,2022-10-01,4,13,21,26,47,51,2,814,52760,false,false
2526,2022-10-05,2,16,24,38,43,59,0,107,4518,true,false
2527,2022-10-08,8,19,29,38,48,56,0,80,4182,true,false
2528,2022-10-13,4,15,22,53,56,60,0,64,4684,true,false
2529,2022-10-15,3,5,32,56,57,59,0,84,5632,true,false
2530,2022-10-18,14,17,18,28,30,44,0,80,6922,true,false
2531,2022-10-20,1,5,18,49,55,56,0,107,7174,true,false
2532,2022-10-22,10,14,17,18,23,30,0,259,18616,true,false
2533,2022-10-26,17,18,20,37,45,53,0,134,11048,true,false
2534,2022-10-29,28,36,39,44,56,60,1,176,12797,false,false
2535,2022-11-03,1,3,24,37,51,56,0,59,5885,true,false
2536,2022-11-05,9,22,27,30,33,45,0,163,10787,true,false
