Concurso,Data do Sorteio,Coluna1,Coluna2,Coluna3,Coluna4,Coluna5,Coluna6,Ganhadores Faixa 1,Ganhadores Faixa 2,Ganhadores Faixa 3,Acumulado,Sorteio Especial
852,2007-03-24,6,14,23,34,38,44,0,42,3489,true,false
853,2007-03-28,30,38,46,51,56,59,0,17,1465,true,false
854,2007-03-31,3,17,24,25,27,44,0,88,7056,true,false
855,2007-04-04,3,24,31,42,43,53,0,59,3478,true,false
856,2007-04-07,11,15,40,41,42,47,0,37,2924,true,false
857,2007-04-11,2,3,17,49,50,59,0,71,4732,true,false
858,2007-04-14,4,18,23,31,37,54,2,185,8821,false,false
859,2007-04-18,9,12,34,46,47,57,0,35,3275,true,false
860,2007-04-23,2,8,17,22,42,44,0,111,6853,true,false
861,2007-04-25,39,40,42,47,59,60,1,34,2296,false,false
862,2007-04-28,2,8,11,12,19,35,1,99,5632,false,false
863,2007-05-02,15,24,32,50,53,57,0,25,1454,true,false
864,2007-05-05,8,11,31,33,42,57,0,47,2926,true,false
865,2007-05-09,23,26,27,41,51,53,0,28,2694,true,false
866,2007-05-12,5,27,36,40,46,48,0,46,3704,true,false
867,2007-05-16,10,19,26,28,44,54,0,51,4381,true,false
868,2007-05-19,21,22,25,40,51,57,0,37,3453,true,false
869,2007-05-23,27,29,42,49,50,51,1,57,3912,false,false
870,2007-05-26,8,21,34,40,43,52,0,26,2923,true,false
871,2007-05-30,1,5,10,17,47,58,0,80,6225,true,false
872,2007-06-02,5,18,31,43,55,58,0,81,4636,true,false
873,2007-06-06,4,19,30,34,57,59,0,70,5051,true,false
874,2007-06-09,10,20,42,44,52,59,0,32,3024,true,false
875,2007-06-13,18,20,24,36,53,58,1,153,8240,false,false
876,2007-06-16,4,8,12,41,45,60,0,30,3847,true,false
877,2007-06-20,13,15,20,28,31,36,0,69,4817,true,false
878,2007-06-23,11,12,37,38,43,54,0,33,3702,true,false
879,2007-06-27,10,28,29,35,42,46,0,45,3852,true,false
880,2007-06-30,25,30,37,46,49,51,0,46,4314,true,false
881,2007-07-04,4,18,24,43,51,56,0,99,6959,true,false
882,2007-07-07,17,41,42,44,45,60,1,81,6642,false,false
883,2007-07-11,21,32,37,52,53,60,0,13,1494,true,false
884,2007-07-14,2,11,12,14,22,39,0,56,4752,true,false
885,2007-07-18,4,13,31,33,47,51,0,114,6503,true,false
886,2007-07-21,17,33,37,50,55,59,0,100,5764,true,false
887,2007-07-25,1,12,21,32,34,44,0,79,4885,true,false
888,2007-07-28,24,40,50,52,54,60,1,50,3672,false,false
889,2007-08-01,20,24,34,39,54,60,0,21,1733,true,false
890,2007-08-04,7,9,17,21,22,54,0,105,6983,true,false
891,2007-08-08,15,16,19,22,34,35,0,92,6400,true,false
892,2007-08-11,1,19,42,44,49,52,0,54,4782,true,false
893,2007-08-15,3,18,26,51,53,56,0,105,6595,true,false
894,2007-08-18,20,24,28,37,41,44,0,59,6653,true,false
895,2007-08-22,2,41,43,55,57,58,0,82,6473,true,false
896,2007-08-25,5,11,22,31,35,41,0,98,10769,true,false
897,2007-08-29,7,21,22,43,46,57,0,212,16644,true,false
898,2007-09-01,3,4,8,30,45,54,2,596,27120,false,false
899,2007-09-05,18,20,36,53,54,58,0,948,3559,true,false
900,2007-09-08,4,18,21,34,38,59,1,89,6184,false,false
901,2007-09-12,13,16,32,33,34,56,0,100,5617,true,false
902,2007-09-15,18,23,50,52,55,58,0,68,3490,true,false
903,2007-09-19,5,17,20,32,41,55,0,62,4688,true,false
904,2007-09-22,32,44,48,51,53,59,0,72,4007,true,false
905,2007-09-26,2,4,15,16,55,57,1,89,6223,false,false
906,2007-09-29,7,14,24,29,35,39,1,49,4239,false,false
907,2007-10-03,9,36,37,41,51,53,0,25,2244,true,false
908,2007-10-06,1,9,19,25,50,52,0,120,6205,true,false
909,2007-10-10,17,22,26,28,38,42,0,48,4586,true,false
910,2007-10-13,3,15,27,29,36,53,0,107,6512,true,false
911,2007-10-17,1,6,28,29,46,49,1,63,5376,false,false
912,2007-10-20,4,19,21,26,29,54,0,62,4474,true,false
913,2007-10-24,14,30,36,38,46,59,1,27,2683,false,false
914,2007-10-27,9,12,23,33,45,51,0,64,4731,true,false
915,2007-10-31,17,20,26,28,48,49,1,44,3580,false,false
916,2007-11-03,5,28,33,36,37,38,0,144,3220,true,false
917,2007-11-07,23,25,30,46,47,59,0,61,3491,true,false
918,2007-11-10,4,8,12,38,44,52,0,135,6883,true,false
919,2007-11-14,3,25,31,41,43,60,0,37,3505,true,false
920,2007-11-17,5,17,24,52,55,57,0,94,6584,true,false
921,2007-11-21,1,9,35,41,48,57,0,62,4365,true,false
922,2007-11-24,12,13,19,41,45,49,0,136,8735,true,false
923,2007-11-28,2,15,39,50,53,57,0,90,6122,true,false
924,2007-12-01,2,20,21,27,51,60,0,90,7236,true,false
925,2007-12-05,8,22,36,37,46,52,1,132,10214,false,false
926,2007-12-08,21,33,34,40,41,59,0,24,2019,true,false
927,2007-12-12,19,23,26,31,33,36,0,45,3499,true,false
928,2007-12-15,4,10,32,33,49,60,1,43,4246,false,false
929,2007-12-19,16,27,35,39,49,57,0,42,3095,true,false
930,2007-12-22,20,28,37,46,49,55,0,73,5481,true,false
931,2007-12-31,7,17,19,34,36,39,0,245,14573,true,false
932,2008-01-05,2,17,21,36,42,53,1,196,10515,false,false
933,2008-01-09,8,14,25,39,45,51,0,66,3308,true,false
934,2008-01-12,1,3,21,25,44,48,0,55,5101,true,false
935,2008-01-16,7,13,18,29,31,45,0,243,10898,true,false
936,2008-01-19,5,14,22,29,33,44,2,144,9280,false,false
937,2008-01-23,2,21,22,30,41,52,0,20,1763,true,false
938,2008-01-26,15,27,35,50,57,59,0,39,3235,true,false
939,2008-01-30,6,19,23,37,49,50,0,103,5670,true,false
940,2008-02-02,5,25,31,33,37,51,0,109,6936,true,false
941,2008-02-06,10,11,15,27,53,60,0,37,3406,true,false
942,2008-02-09,5,8,18,42,52,59,0,73,5310,true,false
943,2008-02-13,3,12,23,41,47,58,1,116,7783,false,false
944,2008-02-16,16,37,43,52,58,59,0,21,2669,true,false
945,2008-02-20,4,8,27,44,54,59,0,118,6615,true,false
946,2008-02-23,1,5,12,47,52,59,0,92,6373,true,false
947,2008-02-27,3,5,11,14,33,58,1,95,8955,false,false
948,2008-03-01,22,41,44,46,52,54,0,30,2141,true,false
949,2008-03-05,1,23,41,44,51,52,0,28,2679,true,false
950,2008-03-08,23,41,42,48,49,59,0,43,3953,true,false
951,2008-03-12,14,24,34,39,49,55,0,41,3894,true,false
952,2008-03-15,2,11,18,27,30,54,0,132,7126,true,false
953,2008-03-19,1,16,39,42,48,55,1,71,5055,false,false
954,2008-03-22,5,8,18,24,33,57,0,81,5213,true,false
955,2008-03-26,5,12,21,32,33,35,2,90,6180,false,false
956,2008-03-29,46,47,51,54,57,59,1,38,2468,false,false
957,2008-04-02,24,25,32,34,50,57,0,24,2210,true,false
958,2008-04-05,7,13,22,33,48,51,3,269,8718,false,false
959,2008-04-09,3,5,11,33,39,57,0,138,7139,true,false
960,2008-04-12,6,18,19,33,34,53,0,73,4852,true,false
961,2008-04-16,2,4,16,21,36,53,0,81,7193,true,false
962,2008-04-19,2,11,40,48,49,55,1,41,3554,false,false
963,2008-04-23,15,17,37,48,50,59,0,30,2644,true,false
964,2008-04-26,8,13,20,26,33,42,0,125,6128,true,false
965,2008-04-30,5,30,36,39,57,58,0,61,3934,true,false
966,2008-05-03,1,4,26,28,41,58,0,55,4397,true,false
967,2008-05-07,5,13,14,18,30,57,0,91,7445,true,false
968,2008-05-10,1,4,13,30,51,60,0,124,9572,true,false
969,2008-05-14,13,25,35,41,50,56,1,82,6898,false,false
970,2008-05-17,5,21,28,34,54,57,3,108,6144,false,false
971,2008-05-21,4,11,14,33,44,45,0,66,4390,true,false
972,2008-05-24,15,18,31,33,34,56,3,723,4082,false,false
973,2008-05-28,1,8,30,36,47,53,0,36,2274,true,false
974,2008-05-31,12,16,20,31,38,45,0,93,4213,true,false
975,2008-06-04,9,30,33,37,40,41,0,55,4524,true,false
976,2008-06-07,14,23,25,28,38,53,0,74,6395,true,false
977,2008-06-11,3,5,7,9,17,32,1,452,24482,false,false
978,2008-06-14,12,16,18,27,42,58,0,69,4616,true,false
979,2008-06-18,3,15,28,31,39,51,0,42,3714,true,false
980,2008-06-21,15,17,29,35,36,59,0,88,6837,true,false
981,2008-06-25,1,8,34,41,53,58,0,74,4974,true,false
982,2008-06-28,8,12,24,40,43,49,0,125,8510,true,false
983,2008-07-02,16,22,32,38,40,45,1,244,9930,false,false
984,2008-07-05,4,10,20,43,46,47,0,38,2643,true,false
985,2008-07-09,4,16,18,46,56,59,0,55,4846,true,false
986,2008-07-12,6,15,19,24,31,32,0,120,7953,true,false
987,2008-07-16,13,27,31,34,47,58,0,193,10923,true,false
988,2008-07-19,8,17,46,48,56,60,0,73,6874,true,false
989,2008-07-23,2,21,27,29,32,38,0,130,10296,true,false
990,2008-07-26,2,10,15,18,29,39,2,290,20863,false,false
991,2008-07-30,8,9,15,38,41,60,0,36,3028,true,false
992,2008-08-02,1,4,6,8,25,28,0,330,13216,true,false
993,2008-08-06,5,24,25,26,42,60,0,68,5121,true,false
994,2008-08-09,3,20,29,40,44,58,0,47,3838,true,false
995,2008-08-13,4,16,31,36,54,55,0,76,6790,true,false
996,2008-08-16,7,15,20,21,23,29,2,165,11901,false,false
997,2008-08-20,9,17,18,32,53,55,0,40,3203,true,false
998,2008-08-23,3,4,21,22,28,32,0,40,4526,true,false
999,2008-08-27,18,24,36,44,55,58,0,103,6681,true,false
1000,2008-08-30,29,38,39,49,53,58,0,41,3771,true,false
1001,2008-09-03,12,15,27,37,51,60,0,87,7074,true,false
1002,2008-09-06,3,7,25,31,40,58,1,174,10015,false,false
1003,2008-09-10,5,10,16,23,26,27,1,86,5694,false,false
1004,2008-09-13,29,40,43,44,45,47,0,34,2419,true,false
1005,2008-09-17,4,6,12,37,41,42,1,67,5871,false,false
1006,2008-09-20,2,4,17,33,48,55,1,136,5935,false,false
1007,2008-09-24,4,27,36,37,49,52,0,46,2884,true,false
1008,2008-09-27,7,13,15,34,42,48,0,159,8123,true,false
1009,2008-10-01,1,6,12,29,34,58,2,111,5083,false,false
1010,2008-10-04,2,3,13,37,46,54,0,61,4679,true,false
1011,2008-10-08,2,11,21,30,35,52,0,113,3889,true,false
1012,2008-10-11,14,19,40,47,55,58,0,43,3755,true,false
1013,2008-10-15,7,9,12,19,20,41,1,178,10125,false,false
1014,2008-10-18,8,9,25,41,57,60,0,65,3861,true,false
1015,2008-10-22,3,8,17,26,28,49,0,110,8105,true,false
1016,2008-10-25,5,9,11,20,25,60,1,174,9476,false,false
1017,2008-10-29,6,19,31,34,51,56,0,36,2885,true,false
1018,2008-11-01,9,24,44,51,55,58,0,35,4170,true,false
1019,2008-11-05,4,13,23,29,46,47,0,77,6124,true,false
1020,2008-11-08,1,2,19,32,39,52,0,56,4646,true,false
1021,2008-11-12,2,33,42,43,51,55,1,46,4247,false,false
1022,2008-11-16,5,21,31,39,40,56,0,21,1505,true,false
1023,2008-11-19,2,7,8,18,40,45,0,65,4937,true,false
1024,2008-11-22,18,22,28,29,39,53,0,23,2722,true,false
1025,2008-11-26,10,27,28,29,40,52,0,34,3705,true,false
1026,2008-11-29,6,10,17,33,51,53,0,92,7192,true,false
1027,2008-12-03,18,20,33,44,47,60,0,112,6992,true,false
1028,2008-12-06,20,26,34,51,52,54,0,66,5453,true,false
1029,2008-12-10,5,16,17,20,24,32,1,262,17979,false,false
1030,2008-12-13,1,8,23,37,54,57,0,123,7495,true,false
1031,2008-12-17,24,33,40,43,46,49,1,59,5508,false,false
1032,2008-12-20,15,16,26,29,43,57,0,49,3682,true,false
1033,2008-12-24,5,6,17,33,39,54,0,83,6445,true,false
1034,2008-12-27,1,3,18,20,42,49,0,61,4635,true,false
1035,2008-12-31,1,11,26,51,59,60,0,289,19044,true,false
1036,2009-01-03,10,27,36,39,41,52,1,177,11703,false,false
1037,2009-01-07,4,36,44,46,53,56,0,27,3108,true,false
1038,2009-01-10,6,7,28,35,43,51,0,80,5438,true,false
1039,2009-01-14,2,20,24,27,36,52,0,96,6631,true,false
1040,2009-01-17,1,6,28,39,44,55,0,66,6431,true,false
1041,2009-01-21,10,12,36,44,54,57,1,82,8071,false,false
1042,2009-01-24,13,18,25,30,46,51,0,79,4761,true,false
1043,2009-01-28,14,21,25,48,51,60,0,35,3197,true,false
1044,2009-01-31,10,11,13,35,39,58,0,79,6346,true,false
1045,2009-02-04,1,5,6,17,31,50,0,102,8623,true,false
1046,2009-02-07,28,40,42,54,55,57,1,49,4875,false,false
1047,2009-02-11,1,2,8,10,14,48,0,148,8110,true,false
1048,2009-02-14,3,16,21,28,38,57,1,70,4990,false,false
1049,2009-02-18,2,5,17,29,34,52,1,143,6295,false,false
1050,2009-02-21,14,24,26,33,45,60,0,66,4590,true,false
1051,2009-02-25,7,10,11,13,43,57,0,66,5281,true,false
1052,2009-02-28,8,11,15,16,52,57,1,77,5743,false,false
1053,2009-03-04,15,27,34,42,49,53,1,112,4385,false,false
1054,2009-03-07,13,14,18,27,41,60,0,37,3567,true,false
1055,2009-03-11,12,15,16,20,27,32,2,86,6311,false,false
1056,2009-03-14,6,8,38,50,53,59,1,23,2350,false,false
1057,2009-03-18,2,3,4,15,49,59,0,46,3923,true,false
1058,2009-03-21,18,20,24,45,51,57,1,50,3853,false,false
1059,2009-03-25,1,12,14,16,37,45,1,63,4089,false,false
1060,2009-03-28,1,3,16,18,41,42,1,60,5220,false,false
1061,2009-04-01,9,21,23,30,41,56,0,29,2579,true,false
1062,2009-04-04,2,8,23,33,37,55,0,114,6442,true,false
1063,2009-04-08,1,22,44,47,49,50,0,68,4202,true,false
1064,2009-04-11,4,16,19,28,29,49,0,74,5517,true,false
1065,2009-04-15,7,19,30,39,43,57,0,72,6501,true,false
1066,2009-04-18,6,10,25,32,43,49,0,115,8153,true,false
1067,2009-04-22,4,10,14,25,28,56,0,172,10795,true,false
1068,2009-04-25,25,27,44,47,48,57,0,146,10795,true,false
1069,2009-04-29,9,17,28,45,49,53,1,275,16287,false,false
1070,2009-05-02,5,8,16,23,41,53,2,302,8729,false,false
1071,2009-05-06,5,7,37,43,53,54,0,56,3846,true,false
1072,2009-05-09,9,18,19,43,47,54,0,47,4915,true,false
1073,2009-05-13,8,25,32,34,36,44,0,66,5305,true,false
1074,2009-05-16,3,10,23,29,47,50,0,111,7099,true,false
1075,2009-05-20,10,12,16,21,39,53,0,119,7179,true,false
1076,2009-05-23,4,10,19,32,33,42,0,102,8656,true,false
1077,2009-05-27,5,6,9,11,18,37,2,300,19219,false,false
1078,2009-05-30,3,6,34,41,43,45,0,47,3645,true,false
1079,2009-06-03,5,12,24,28,36,37,1,150,8339,false,false
1080,2009-06-06,11,18,20,34,41,56,0,59,4152,true,false
1081,2009-06-10,9,16,24,29,52,56,0,109,7213,true,false
1082,2009-06-13,4,17,38,40,50,55,0,63,5460,true,false
1083,2009-06-17,10,20,23,28,42,43,0,70,6647,true,false
1084,2009-06-20,5,20,29,33,40,59,0,108,7731,true,false
1085,2009-06-24,12,21,39,40,50,55,0,81,7674,true,false
1086,2009-06-27,2,4,6,10,23,45,4,954,52159,false,false
1087,2009-07-01,3,20,28,32,36,46,0,58,4426,true,false
1088,2009-07-04,6,24,31,35,42,57,0,78,5886,true,false
1089,2009-07-08,2,18,20,32,37,48,0,93,6101,true,false
1090,2009-07-11,9,20,24,36,40,42,0,175,10325,true,false
1091,2009-07-15,17,23,24,27,49,56,0,146,12471,true,false
1092,2009-07-18,1,9,30,33,34,40,0,130,11224,true,false
1093,2009-07-22,19,23,27,38,41,49,0,299,18464,true,false
1094,2009-07-25,9,10,21,36,41,48,1,211,18534,false,false
1095,2009-07-29,10,16,21,23,27,36,0,168,10462,true,false
1096,2009-08-01,3,13,14,16,41,52,0,102,9766,true,false
1097,2009-08-05,1,17,21,33,48,56,1,242,13115,false,false
1098,2009-08-08,11,20,21,30,50,52,1,49,3434,false,false
1099,2009-08-12,14,31,35,38,44,55,0,42,3392,true,false
1100,2009-08-15,7,17,18,33,41,42,0,119,10353,true,false
1101,2009-08-19,6,7,10,12,24,57,1,284,17901,false,false
1102,2009-08-22,9,11,23,35,46,51,0,83,5695,true,false
1103,2009-08-26,10,19,28,41,55,56,0,47,5696,true,false
1104,2009-08-29,2,3,6,35,49,58,0,95,6982,true,false
1105,2009-09-02,1,15,28,43,50,57,1,135,7144,false,false
1106,2009-09-05,4,15,43,47,50,60,0,37,3139,true,false
1107,2009-09-09,3,9,20,36,53,54,0,85,6294,true,false
1108,2009-09-12,7,9,39,43,44,60,0,71,5791,true,false
1109,2009-09-16,6,8,11,14,29,52,0,141,8371,true,false
1110,2009-09-19,6,14,26,28,42,45,2,217,11277,false,false
1111,2009-09-23,4,9,25,32,33,43,1,52,5266,false,false
1112,2009-09-26,4,32,34,43,52,58,0,43,3283,true,false
1113,2009-09-30,3,6,29,36,47,59,2,82,5947,false,false
1114,2009-10-03,3,15,16,22,25,54,1,65,5054,false,false
1115,2009-10-07,18,30,37,41,44,50,0,26,3005,true,false
1116,2009-10-10,4,9,13,17,20,47,1,259,14186,false,false
1117,2009-10-14,1,6,17,27,35,40,0,36,3143,true,false
1118,2009-10-17,8,20,21,43,44,55,0,30,2965,true,false
1119,2009-10-21,10,34,41,44,45,54,0,22,2684,true,false
1120,2009-10-24,7,35,40,44,50,55,0,63,4116,true,false
1121,2009-10-28,4,17,18,54,56,59,1,94,6105,false,false
1122,2009-10-31,26,44,46,49,55,56,0,20,2425,true,false
1123,2009-11-04,4,14,19,39,45,60,0,51,3386,true,false
1124,2009-11-07,7,11,16,18,33,49,0,122,7528,true,false
1125,2009-11-11,3,7,29,33,42,56,1,263,11744,false,false
1126,2009-11-14,4,31,42,52,57,59,0,21,2186,true,false
1127,2009-11-18,5,8,14,24,29,30,3,152,7135,false,false
1128,2009-11-21,8,16,24,39,52,60,1,43,3389,false,false
1129,2009-11-25,12,17,19,32,47,55,0,75,4068,true,false
1130,2009-11-28,5,18,23,32,49,54,0,279,9245,true,false
1131,2009-12-02,1,8,16,34,36,49,0,119,7753,true,false
1132,2009-12-05,12,27,30,33,52,55,0,104,7799,true,false
1133,2009-12-09,5,10,16,21,39,58,1,111,8648,false,false
1134,2009-12-12,9,22,29,36,51,56,0,53,3770,true,false
1135,2009-12-16,4,5,6,19,23,39,1,127,9233,false,false
1136,2009-12-19,7,31,32,34,37,43,0,41,4242,true,false
1137,2009-12-22,19,21,25,28,43,50,0,33,2763,true,false
1138,2009-12-24,2,4,15,18,25,36,0,118,6796,true,false
1139,2009-12-26,9,28,31,36,37,42,0,25,2049,true,false
1140,2009-12-31,10,27,40,46,49,58,2,734,55988,false,false
1141,2010-01-02,9,37,40,50,58,60,0,6,683,true,false
1142,2010-01-06,3,15,26,28,31,58,0,66,3640,true,false
1143,2010-01-09,3,30,35,44,47,60,0,52,3686,true,false
1144,2010-01-13,1,10,18,19,44,49,0,92,6105,true,false
1145,2010-01-16,3,16,19,24,33,60,1,129,8734,false,false
1146,2010-01-20,6,10,28,33,34,53,0,53,3641,true,false
1147,2010-01-23,6,23,31,33,39,52,0,30,3040,true,false
1148,2010-01-27,27,28,29,32,48,55,0,37,3792,true,false
1149,2010-01-30,7,8,23,36,46,54,0,91,6998,true,false
1150,2010-02-03,15,17,28,31,35,52,0,58,5033,true,false
1151,2010-02-06,1,4,14,21,25,51,0,101,7455,true,false
1152,2010-02-10,14,20,29,36,44,47,0,99,6884,true,false
1153,2010-02-13,6,17,19,34,46,55,0,148,9655,true,false
1154,2010-02-17,4,12,14,21,26,28,0,141,8206,true,false
1155,2010-02-20,20,28,40,41,51,58,0,76,6061,true,false
1156,2010-02-24,9,24,31,44,48,49,0,210,15420,true,false
1157,2010-02-27,9,29,41,43,46,49,4,248,19079,false,false
1158,2010-03-03,23,30,31,54,55,60,0,38,2442,true,false
1159,2010-03-06,5,6,34,46,53,55,0,72,7628,true,false
1160,2010-03-10,1,3,5,18,40,48,1,118,10504,false,false
1161,2010-03-13,4,7,42,47,48,51,0,43,4214,true,false
1162,2010-03-17,18,22,25,30,31,41,0,43,3308,true,false
1163,2010-03-20,5,17,31,47,51,53,0,72,6107,true,false
1164,2010-03-24,6,14,17,26,40,49,0,56,5145,true,false
1165,2010-03-27,20,40,42,52,54,60,0,70,3923,true,false
1166,2010-03-31,22,28,30,31,35,54,0,86,6211,true,false
1167,2010-04-03,20,28,43,51,52,56,0,44,4342,true,false
1168,2010-04-07,4,5,20,47,53,56,0,97,8380,true,false
1169,2010-04-10,1,11,14,23,42,48,1,179,12185,false,false
1170,2010-04-14,11,13,27,34,46,49,1,228,10746,false,false
1171,2010-04-17,3,10,13,30,41,57,0,79,5610,true,false
1172,2010-04-20,6,12,28,43,52,56,0,90,6438,true,false
1173,2010-04-24,5,7,24,25,36,47,0,140,9619,true,false
1174,2010-04-28,6,7,39,47,51,52,0,38,4174,true,false
1175,2010-04-30,2,3,12,16,37,47,0,77,6958,true,false
1176,2010-05-05,11,14,21,30,33,49,0,102,7379,true,false
1177,2010-05-08,33,38,47,50,52,55,1,78,6269,false,false
1178,2010-05-12,1,22,30,45,50,53,0,27,2330,true,false
1179,2010-05-15,5,22,28,47,59,60,0,99,5765,true,false
1180,2010-05-19,12,30,34,44,57,60,0,70,5176,true,false
1181,2010-05-22,18,20,26,31,44,45,0,67,5964,true,false
1182,2010-05-26,2,4,29,52,56,60,0,82,7157,true,false
1183,2010-05-29,5,10,12,20,29,37,4,545,21948,false,false
1184,2010-06-02,4,9,23,27,28,30,0,134,7342,true,false
1185,2010-06-05,2,10,21,35,43,54,0,96,5571,true,false
1186,2010-06-09,7,8,12,13,15,41,1,196,12126,false,false
1187,2010-06-12,8,17,19,40,43,49,0,42,4013,true,false
1188,2010-06-16,9,20,44,52,59,60,0,32,3164,true,false
1189,2010-06-19,14,21,27,31,35,50,0,44,4064,true,false
1190,2010-06-23,10,11,19,37,53,56,2,146,7261,false,false
1191,2010-06-26,3,11,16,22,25,33,0,138,6525,true,false
1192,2010-06-30,17,20,49,52,57,59,0,34,2691,true,false
1193,2010-07-03,2,9,12,14,32,54,0,72,5845,true,false
1194,2010-07-07,6,13,24,41,50,53,0,54,4511,true,false
1195,2010-07-10,17,20,26,27,55,57,1,63,4448,false,false
1196,2010-07-14,3,6,19,20,58,60,0,85,5086,true,false
1197,2010-07-17,36,37,39,49,54,60,0,35,2662,true,false
1198,2010-07-21,22,29,36,41,48,58,0,52,3708,true,false
1199,2010-07-24,16,19,23,28,39,58,0,71,5692,true,false
1200,2010-07-28,3,10,11,39,54,56,1,91,6489,false,false
1201,2010-07-31,28,32,36,49,55,60,0,67,3425,true,false
1202,2010-08-04,8,9,11,48,53,60,0,63,4195,true,false
1203,2010-08-07,7,9,30,33,38,55,0,99,6138,true,false
1204,2010-08-11,5,10,25,39,43,52,0,95,6613,true,false
1205,2010-08-14,4,13,14,26,29,35,0,141,9645,true,false
1206,2010-08-18,2,6,11,36,37,48,0,112,8526,true,false
1207,2010-08-21,9,11,22,32,35,56,0,108,8377,true,false
1208,2010-08-25,1,12,20,26,45,54,0,125,9464,true,false
1209,2010-08-28,5,14,17,30,35,38,0,251,16146,true,false
1210,2010-09-01,3,7,9,10,31,34,0,993,57447,true,false
1211,2010-09-04,3,15,31,36,48,54,7,981,44163,false,false
1212,2010-09-08,2,23,33,35,40,50,0,28,2326,true,false
1213,2010-09-11,3,11,26,34,45,53,0,111,6156,true,false
1214,2010-09-15,5,29,30,36,41,48,0,87,6593,true,false
1215,2010-09-18,10,25,30,47,50,51,0,144,10052,true,false
1216,2010-09-22,4,7,13,25,27,58,0,555,26524,true,false
1217,2010-09-25,5,11,15,28,43,50,0,266,16184,true,false
1218,2010-09-29,10,23,29,31,33,46,0,211,17290,true,false
1219,2010-10-02,2,33,34,37,41,53,0,220,17919,true,false
1220,2010-10-06,5,15,43,48,52,55,1,377,30478,false,false
1221,2010-10-09,5,14,37,43,46,58,0,102,5864,true,false
1222,2010-10-13,5,8,19,26,48,57,0,121,7404,true,false
1223,2010-10-16,15,17,35,42,47,48,0,358,9411,true,false
1224,2010-10-20,19,21,27,41,53,57,1,124,6867,false,false
1225,2010-10-23,31,32,34,40,50,55,1,36,3825,false,false
1226,2010-10-27,10,31,40,50,55,56,0,57,9917,true,false
1227,2010-10-30,4,28,30,31,35,54,1,463,5301,false,false
1228,2010-11-03,10,23,36,50,52,60,0,43,3050,true,false
1229,2010-11-06,12,30,32,40,49,60,0,42,2827,true,false
1230,2010-11-10,9,12,19,22,35,37,0,110,9272,true,false
1231,2010-11-13,5,20,23,27,39,49,1,161,9961,false,false
1232,2010-11-17,8,11,12,15,18,22,0,161,7374,true,false
1233,2010-11-20,22,29,32,49,54,59,0,33,3057,true,false
1234,2010-11-24,3,5,19,24,30,35,0,120,9102,true,false
1235,2010-11-27,10,16,20,26,49,55,0,83,6028,true,false
1236,2010-12-01,3,8,17,20,38,53,0,136,9270,true,false
1237,2010-12-04,5,18,21,26,39,59,1,132,9303,false,false
1238,2010-12-08,13,14,24,39,40,45,0,41,3065,true,false
1239,2010-12-11,1,15,37,39,48,52,0,57,3794,true,false
1240,2010-12-15,8,9,12,22,42,49,0,123,8257,true,false
1241,2010-12-18,10,13,25,26,28,45,0,181,12556,true,false
1242,2010-12-20,11,34,45,48,51,54,0,19,2046,true,false
1243,2010-12-22,9,19,23,29,32,57,0,139,8401,true,false
1244,2010-12-24,2,8,15,25,34,45,0,124,9080,true,false
1245,2010-12-31,2,10,34,37,43,50,4,1561,94921,false,false
1246,2011-01-05,10,37,40,43,57,59,0,46,3939,true,false
1247,2011-01-08,3,9,11,24,36,51,0,164,9543,true,false
1248,2011-01-12,20,33,34,57,58,60,0,86,3832,true,false
1249,2011-01-15,3,8,36,40,51,53,1,103,5887,false,false
1250,2011-01-19,1,2,24,40,51,59,0,61,4394,true,false
1251,2011-01-22,5,27,34,46,48,52,0,261,9795,true,false
1252,2011-01-26,2,14,35,39,49,51,0,67,4975,true,false
1253,2011-01-29,2,17,23,43,44,51,0,99,7284,true,false
1254,2011-02-02,7,9,14,18,29,39,0,142,9454,true,false
1255,2011-02-05,5,23,38,39,51,54,0,155,11485,true,false
1256,2011-02-09,26,33,35,38,43,53,0,121,8843,true,false
1257,2011-02-12,2,15,26,27,30,52,2,154,11765,false,false
1258,2011-02-16,11,26,47,55,57,59,0,27,2688,true,false
1259,2011-02-19,4,6,39,46,54,58,0,74,5240,true,false
1260,2011-02-23,19,23,29,31,41,53,0,70,5798,true,false
1261,2011-02-26,10,14,22,41,42,53,0,78,6490,true,false
1262,2011-03-02,5,7,8,9,11,39,2,440,25528,false,false
1263,2011-03-05,4,18,26,36,41,53,0,79,4180,true,false
1264,2011-03-09,4,17,36,37,51,56,0,29,2583,true,false
1265,2011-03-12,13,19,24,46,50,60,0,97,7669,true,false
1266,2011-03-16,6,10,33,39,42,60,0,106,8019,true,false
1267,2011-03-19,4,20,30,41,47,58,0,56,5172,true,false
1268,2011-03-23,3,16,17,44,53,60,0,123,8836,true,false
1269,2011-03-26,4,5,15,17,27,51,2,200,15111,false,false
1270,2011-03-30,5,9,24,31,33,42,0,144,9186,true,false
1271,2011-04-02,1,2,39,48,52,59,0,65,6281,true,false
1272,2011-04-06,13,26,27,28,35,52,0,113,9626,true,false
1273,2011-04-09,13,19,26,40,58,60,0,118,8910,true,false
1274,2011-04-13,13,17,21,39,40,59,0,166,11088,true,false
1275,2011-04-16,2,14,48,55,58,60,0,111,11630,true,false
1276,2011-04-20,5,9,11,22,36,40,2,560,30367,false,false
